Date,Close,High,Low,Open,Volume
,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS
2000-01-03,13.244407653808594,13.244407653808594,12.497205541988075,12.497205541988075,62409578
2000-01-04,14.304694175720215,14.304694175720215,13.223356674853315,13.596956983713564,132872110
2000-01-05,14.865094184875488,15.149241510026261,13.504871794917879,13.504871794917879,375789847
2000-01-06,15.48863697052002,15.82277380743757,15.20712224390229,15.20712224390229,219621124
2000-01-07,16.551557540893555,16.727835075094596,15.417600887396045,15.522840891648316,278281260
2000-01-10,16.23320960998535,16.76993158459453,16.06482698951297,16.701526628182958,187897934
2000-01-11,15.180811882019043,16.362126884927534,14.93612940001635,16.20426758184002,175675797
2000-01-12,15.875398635864258,16.049043648739204,14.846681631071005,15.207127540363546,169586471
2000-01-13,16.409482955932617,16.64890447910707,16.001680246588933,16.10165789357305,239139851
2000-01-14,16.64364242553711,16.9251585475185,16.28582783051344,16.28582783051344,188507616
2000-01-17,16.246368408203125,16.99093796740803,16.156914026931556,16.74625681828324,150255809
2000-01-18,16.533140182495117,16.783085008838395,16.07797911140832,16.259517585808705,141210936
2000-01-19,16.81728744506836,17.096172392570196,16.638380146775532,16.988301216235772,160790093
2000-01-20,16.462106704711914,17.096175176336146,16.341081035671134,16.838338186975967,216069957
2000-01-21,17.172468185424805,17.280339344921178,16.417374285577278,16.454207928661205,239994540
2000-01-24,17.161945343017578,17.461878251747983,16.943573248502297,17.12774146878574,184344232
2000-01-25,16.83570671081543,17.117222874848135,16.746253751468814,17.104066994398057,136584272
2000-01-26,16.83570671081543,16.83570671081543,16.83570671081543,16.83570671081543,0
2000-01-27,17.6250057220459,17.72235080964508,16.980412520774056,17.311916832704878,210269961
2000-01-28,17.803911209106445,17.990712067580024,17.448727725377783,17.67499341537677,164331247
2000-01-31,17.26719093322754,17.6802575227019,17.182998909471518,17.598696675381127,142723553
2000-02-01,17.577646255493164,17.75655357863377,17.259296439234983,17.406631055031497,149956451
2000-02-02,17.89862632751465,18.2538112128938,17.814435718581134,18.043331176702985,139355731
2000-02-03,17.977558135986328,18.07490604281091,17.701304285354734,17.995976371201884,94831223
2000-02-04,18.109106063842773,18.277488684464423,17.980188273660566,18.10121394108056,99528064
2000-02-07,18.080163955688477,18.38799046662517,17.788124500858338,17.948614993599712,114747088
2000-02-08,18.017019271850586,18.253808219578776,17.94598174420658,18.180139516221,90057597
2000-02-09,18.43798065185547,18.661613754759898,18.143308605045043,18.364311937381466,160165902
2000-02-10,18.719499588012695,19.14308951993581,18.1485750053637,18.353792732352584,151143675
2000-02-11,19.116771697998047,19.679803936368327,18.945757929275818,19.153606751847388,114214724
2000-02-14,18.527429580688477,18.99048414795296,18.4169272357921,18.890506505209803,71806185
2000-02-15,18.119632720947266,18.64846122471747,17.998607040484703,18.522173191484463,113776526
2000-02-16,18.31958770751953,18.616889572820078,18.053858555094994,18.416934211596434,110304203
2000-02-17,18.656352996826172,18.77474748975317,18.285382461220653,18.29590576022752,107425289
2000-02-18,18.38799285888672,18.83526191815476,18.311694366616305,18.78001002567908,70451511
2000-02-21,18.188034057617188,18.522169497674952,17.977554044204112,18.332738891145844,41234633
2000-02-22,17.593429565429688,18.259069235104114,17.49608309136188,18.206449937255798,100723088
2000-02-23,17.354013442993164,18.138049173328223,17.222464465265254,18.138049173328223,67665446
2000-02-24,17.71971893310547,17.927566370342536,17.32770042534325,17.517132442179037,79319185
2000-02-25,17.290868759155273,18.043331749973273,17.159319786513567,17.964402085279676,54786600
2000-02-28,17.527660369873047,17.746032568494797,16.312142508805962,17.093547149251172,70386208
2000-02-29,16.35686683654785,18.0407015139713,16.125340200896396,17.780233346092004,139625441
2000-03-01,16.669950485229492,17.35663951719002,15.733319452938582,16.57523519288606,150769883
2000-03-02,15.351823806762695,16.943572378858555,15.338667930601689,16.777819583568466,175562684
2000-03-03,14.125784873962402,15.05452386685013,14.125784873962402,15.05452386685013,64935300
2000-03-06,13.362798690795898,14.936130937597385,12.9970919235825,14.12578633795875,146075956
2000-03-07,12.749776840209961,13.62852770431483,12.62875118793548,13.523287701132105,133888438
2000-03-08,12.257784843444824,13.181261685034713,12.102556682590691,12.991831042595786,101621246
2000-03-09,12.170961380004883,12.755041758266758,11.794729874158476,12.413012733258325,77665531
2000-03-10,11.410605430603027,12.355130950436045,11.292210931435818,12.313034941104208,92389443
2000-03-13,10.692342758178711,12.076243516086512,10.539745809171844,11.571093613927086,150763063
2000-03-14,11.534260749816895,11.550046399833244,10.37399368770342,10.813369145490874,141532996
2000-03-15,12.457737922668457,12.457737922668457,11.365876534493147,11.786835158916672,79982280
2000-03-16,12.357760429382324,13.039187202840752,12.107815583997157,12.602441517395384,147946692
2000-03-17,12.357760429382324,12.357760429382324,12.357760429382324,12.357760429382324,0
2000-03-20,12.357760429382324,12.357760429382324,12.357760429382324,12.357760429382324,0
2000-03-21,12.518250465393066,12.776087423701911,11.976266196117695,12.565607413525727,95762643
2000-03-22,12.807657241821289,13.076018872386179,12.691893952378582,12.891849236158704,69064318
2000-03-23,12.678740501403809,12.933946274942016,12.552452499727284,12.905004747479342,60024739
